report_id,claim_id,report_date,report_type,summary
34359738403,34359738380,2011-10-15,adjuster_note,Report adjuster_note for claim 34359738380
34359738404,34359738380,2011-10-14,customer_statement,Report customer_statement for claim 34359738380
34359738405,34359738380,2011-11-03,police_report,Report police_report for claim 34359738380
34359738406,34359738381,2014-01-20,adjuster_note,Report adjuster_note for claim 34359738381
34359738407,34359738381,2014-01-01,police_report,Report police_report for claim 34359738381
34359738408,34359738381,2014-01-23,adjuster_note,Report adjuster_note for claim 34359738381
34359738409,34359738382,2024-05-03,police_report,Report police_report for claim 34359738382
34359738410,34359738383,2024-09-15,adjuster_note,Report adjuster_note for claim 34359738383
34359738411,34359738383,2024-09-12,adjuster_note,Report adjuster_note for claim 34359738383
34359738412,34359738384,2022-11-27,police_report,Report police_report for claim 34359738384
34359738413,34359738384,2022-12-23,police_report,Report police_report for claim 34359738384
34359738414,34359738384,2022-12-10,adjuster_note,Report adjuster_note for claim 34359738384
34359738415,34359738384,2022-12-24,adjuster_note,Report adjuster_note for claim 34359738384
34359738416,34359738384,2022-12-13,adjuster_note,Report adjuster_note for claim 34359738384
34359738417,34359738385,2021-07-21,adjuster_note,Report adjuster_note for claim 34359738385
34359738418,34359738385,2021-07-29,police_report,Report police_report for claim 34359738385
34359738419,34359738385,2021-06-28,police_report,Report police_report for claim 34359738385
34359738420,34359738386,2015-07-09,adjuster_note,Report adjuster_note for claim 34359738386
34359738421,34359738386,2015-07-03,police_report,Report police_report for claim 34359738386
34359738422,34359738386,2015-07-16,adjuster_note,Report adjuster_note for claim 34359738386
34359738423,34359738387,2014-07-10,police_report,Report police_report for claim 34359738387
34359738424,34359738387,2014-06-02,police_report,Report police_report for claim 34359738387
34359738425,34359738387,2014-07-10,adjuster_note,Report adjuster_note for claim 34359738387
34359738426,34359738387,2014-07-10,customer_statement,Report customer_statement for claim 34359738387
34359738427,34359738388,2023-02-20,customer_statement,Report customer_statement for claim 34359738388
34359738428,34359738388,2023-02-18,customer_statement,Report customer_statement for claim 34359738388
34359738429,34359738388,2023-03-28,adjuster_note,Report adjuster_note for claim 34359738388
34359738430,34359738388,2023-02-26,adjuster_note,Report adjuster_note for claim 34359738388
34359738431,34359738388,2023-03-13,police_report,Report police_report for claim 34359738388
42949672960,42949672960,2010-04-13,adjuster_note,Report adjuster_note for claim 42949672960
42949672961,42949672960,2010-03-25,customer_statement,Report customer_statement for claim 42949672960
42949672962,42949672960,2010-04-02,police_report,Report police_report for claim 42949672960
42949672963,42949672960,2010-04-11,police_report,Report police_report for claim 42949672960
42949672964,42949672961,2010-03-24,customer_statement,Report customer_statement for claim 42949672961
42949672965,42949672962,2012-04-19,police_report,Report police_report for claim 42949672962
42949672966,42949672963,2011-12-06,adjuster_note,Report adjuster_note for claim 42949672963
42949672967,42949672963,2011-12-11,police_report,Report police_report for claim 42949672963
42949672968,42949672963,2011-12-10,adjuster_note,Report adjuster_note for claim 42949672963
42949672969,42949672963,2011-11-18,adjuster_note,Report adjuster_note for claim 42949672963
42949672970,42949672963,2011-11-07,adjuster_note,Report adjuster_note for claim 42949672963
42949672971,42949672964,2019-02-17,adjuster_note,Report adjuster_note for claim 42949672964
42949672972,42949672964,2019-01-13,adjuster_note,Report adjuster_note for claim 42949672964
42949672973,42949672965,2010-01-27,police_report,Report police_report for claim 42949672965
42949672974,42949672965,2010-02-28,adjuster_note,Report adjuster_note for claim 42949672965
42949672975,42949672965,2010-03-06,police_report,Report police_report for claim 42949672965
42949672976,42949672966,2021-06-30,police_report,Report police_report for claim 42949672966
42949672977,42949672967,2012-05-25,police_report,Report police_report for claim 42949672967
42949672978,42949672967,2012-05-22,police_report,Report police_report for claim 42949672967
42949672979,42949672968,2024-03-17,adjuster_note,Report adjuster_note for claim 42949672968
42949672980,42949672968,2024-03-24,police_report,Report police_report for claim 42949672968
42949672981,42949672968,2024-03-19,adjuster_note,Report adjuster_note for claim 42949672968
42949672982,42949672968,2024-03-01,adjuster_note,Report adjuster_note for claim 42949672968
42949672983,42949672968,2024-03-06,adjuster_note,Report adjuster_note for claim 42949672968
42949672984,42949672969,2007-03-18,adjuster_note,Report adjuster_note for claim 42949672969
42949672985,42949672969,2007-04-12,adjuster_note,Report adjuster_note for claim 42949672969
42949672986,42949672970,2007-09-09,adjuster_note,Report adjuster_note for claim 42949672970
42949672987,42949672970,2007-08-06,police_report,Report police_report for claim 42949672970
42949672988,42949672970,2007-08-05,police_report,Report police_report for claim 42949672970
42949672989,42949672970,2007-08-08,customer_statement,Report customer_statement for claim 42949672970
42949672990,42949672971,2010-03-09,adjuster_note,Report adjuster_note for claim 42949672971
42949672991,42949672971,2010-02-12,adjuster_note,Report adjuster_note for claim 42949672971
42949672992,42949672972,2023-03-01,police_report,Report police_report for claim 42949672972
42949672993,42949672972,2023-02-03,police_report,Report police_report for claim 42949672972
42949672994,42949672972,2023-02-08,adjuster_note,Report adjuster_note for claim 42949672972
42949672995,42949672972,2023-02-16,police_report,Report police_report for claim 42949672972
42949672996,42949672973,2015-12-10,police_report,Report police_report for claim 42949672973
42949672997,42949672973,2015-12-02,police_report,Report police_report for claim 42949672973
42949672998,42949672974,2018-11-23,police_report,Report police_report for claim 42949672974
42949672999,42949672974,2018-12-05,customer_statement,Report customer_statement for claim 42949672974
42949673000,42949672974,2018-11-25,adjuster_note,Report adjuster_note for claim 42949672974
42949673001,42949672974,2018-12-07,police_report,Report police_report for claim 42949672974
42949673002,42949672974,2018-11-23,customer_statement,Report customer_statement for claim 42949672974
42949673003,42949672975,2013-11-23,customer_statement,Report customer_statement for claim 42949672975
42949673004,42949672975,2013-12-12,police_report,Report police_report for claim 42949672975
42949673005,42949672975,2013-12-15,customer_statement,Report customer_statement for claim 42949672975
42949673006,42949672975,2013-11-21,police_report,Report police_report for claim 42949672975
42949673007,42949672976,2019-11-15,police_report,Report police_report for claim 42949672976
42949673008,42949672977,2016-02-14,adjuster_note,Report adjuster_note for claim 42949672977
42949673009,42949672977,2016-01-27,customer_statement,Report customer_statement for claim 42949672977
42949673010,42949672977,2016-02-21,adjuster_note,Report adjuster_note for claim 42949672977
42949673011,42949672977,2016-03-01,adjuster_note,Report adjuster_note for claim 42949672977
42949673012,42949672977,2016-02-04,adjuster_note,Report adjuster_note for claim 42949672977
42949673013,42949672978,2024-12-13,adjuster_note,Report adjuster_note for claim 42949672978
42949673014,42949672978,2024-11-11,police_report,Report police_report for claim 42949672978
42949673015,42949672979,2009-12-21,police_report,Report police_report for claim 42949672979
42949673016,42949672979,2010-01-06,adjuster_note,Report adjuster_note for claim 42949672979
42949673017,42949672979,2009-12-05,adjuster_note,Report adjuster_note for claim 42949672979
42949673018,42949672980,2020-03-21,police_report,Report police_report for claim 42949672980
42949673019,42949672980,2020-03-08,police_report,Report police_report for claim 42949672980
42949673020,42949672980,2020-03-04,police_report,Report police_report for claim 42949672980
42949673021,42949672980,2020-02-28,police_report,Report police_report for claim 42949672980
51539607552,51539607552,2008-05-26,police_report,Report police_report for claim 51539607552
51539607553,51539607552,2008-06-19,adjuster_note,Report adjuster_note for claim 51539607552
51539607554,51539607552,2008-06-24,adjuster_note,Report adjuster_note for claim 51539607552
51539607555,51539607552,2008-06-06,police_report,Report police_report for claim 51539607552
51539607556,51539607553,2019-11-15,police_report,Report police_report for claim 51539607553
51539607557,51539607554,2022-06-30,adjuster_note,Report adjuster_note for claim 51539607554
51539607558,51539607554,2022-06-18,adjuster_note,Report adjuster_note for claim 51539607554
51539607559,51539607555,2019-06-14,adjuster_note,Report adjuster_note for claim 51539607555
51539607560,51539607555,2019-05-24,police_report,Report police_report for claim 51539607555
51539607561,51539607555,2019-05-25,police_report,Report police_report for claim 51539607555
51539607562,51539607556,2018-11-22,adjuster_note,Report adjuster_note for claim 51539607556
51539607563,51539607556,2018-11-11,adjuster_note,Report adjuster_note for claim 51539607556
51539607564,51539607556,2018-11-25,police_report,Report police_report for claim 51539607556
51539607565,51539607556,2018-12-16,police_report,Report police_report for claim 51539607556
51539607566,51539607556,2018-12-02,police_report,Report police_report for claim 51539607556
51539607567,51539607557,2025-08-25,police_report,Report police_report for claim 51539607557
51539607568,51539607557,2025-08-27,adjuster_note,Report adjuster_note for claim 51539607557
51539607569,51539607558,2010-01-12,adjuster_note,Report adjuster_note for claim 51539607558
51539607570,51539607558,2010-01-08,customer_statement,Report customer_statement for claim 51539607558
51539607571,51539607558,2010-01-01,adjuster_note,Report adjuster_note for claim 51539607558
51539607572,51539607558,2010-01-12,adjuster_note,Report adjuster_note for claim 51539607558
51539607573,51539607558,2009-12-25,police_report,Report police_report for claim 51539607558
51539607574,51539607559,2018-12-28,adjuster_note,Report adjuster_note for claim 51539607559
51539607575,51539607559,2018-12-16,police_report,Report police_report for claim 51539607559
51539607576,51539607559,2018-12-24,customer_statement,Report customer_statement for claim 51539607559
51539607577,51539607559,2018-12-16,adjuster_note,Report adjuster_note for claim 51539607559
51539607578,51539607559,2018-12-23,customer_statement,Report customer_statement for claim 51539607559
51539607579,51539607560,2006-11-10,police_report,Report police_report for claim 51539607560
51539607580,51539607560,2006-11-08,police_report,Report police_report for claim 51539607560
51539607581,51539607560,2006-11-09,police_report,Report police_report for claim 51539607560
51539607582,51539607560,2006-10-16,adjuster_note,Report adjuster_note for claim 51539607560
51539607583,51539607560,2006-10-06,adjuster_note,Report adjuster_note for claim 51539607560
51539607584,51539607561,2021-11-21,adjuster_note,Report adjuster_note for claim 51539607561
51539607585,51539607561,2021-11-30,adjuster_note,Report adjuster_note for claim 51539607561
51539607586,51539607561,2021-11-12,adjuster_note,Report adjuster_note for claim 51539607561
51539607587,51539607562,2011-01-19,police_report,Report police_report for claim 51539607562
51539607588,51539607562,2011-02-03,adjuster_note,Report adjuster_note for claim 51539607562
51539607589,51539607563,2024-07-31,adjuster_note,Report adjuster_note for claim 51539607563
51539607590,51539607563,2024-07-29,police_report,Report police_report for claim 51539607563
51539607591,51539607563,2024-08-15,police_report,Report police_report for claim 51539607563
51539607592,51539607563,2024-07-17,police_report,Report police_report for claim 51539607563
51539607593,51539607564,2012-11-06,adjuster_note,Report adjuster_note for claim 51539607564
51539607594,51539607565,2009-03-06,police_report,Report police_report for claim 51539607565
51539607595,51539607566,2023-10-23,police_report,Report police_report for claim 51539607566
51539607596,51539607566,2023-10-14,police_report,Report police_report for claim 51539607566
51539607597,51539607566,2023-10-30,adjuster_note,Report adjuster_note for claim 51539607566
51539607598,51539607566,2023-10-24,adjuster_note,Report adjuster_note for claim 51539607566
51539607599,51539607566,2023-10-31,adjuster_note,Report adjuster_note for claim 51539607566
51539607600,51539607567,2006-03-30,police_report,Report police_report for claim 51539607567
51539607601,51539607567,2006-05-04,adjuster_note,Report adjuster_note for claim 51539607567
51539607602,51539607567,2006-03-30,police_report,Report police_report for claim 51539607567
51539607603,51539607567,2006-03-29,adjuster_note,Report adjuster_note for claim 51539607567
51539607604,51539607567,2006-03-27,police_report,Report police_report for claim 51539607567
51539607605,51539607568,2007-03-07,police_report,Report police_report for claim 51539607568
51539607606,51539607568,2007-03-23,police_report,Report police_report for claim 51539607568
51539607607,51539607568,2007-04-10,police_report,Report police_report for claim 51539607568
51539607608,51539607568,2007-02-26,customer_statement,Report customer_statement for claim 51539607568
51539607609,51539607569,2018-08-10,adjuster_note,Report adjuster_note for claim 51539607569
51539607610,51539607570,2021-08-10,police_report,Report police_report for claim 51539607570
51539607611,51539607571,2008-05-19,police_report,Report police_report for claim 51539607571
51539607612,51539607571,2008-05-17,adjuster_note,Report adjuster_note for claim 51539607571
51539607613,51539607571,2008-05-03,adjuster_note,Report adjuster_note for claim 51539607571
51539607614,51539607572,2009-11-13,adjuster_note,Report adjuster_note for claim 51539607572
51539607615,51539607572,2009-11-14,police_report,Report police_report for claim 51539607572
51539607616,51539607572,2009-12-04,adjuster_note,Report adjuster_note for claim 51539607572
51539607617,51539607572,2009-10-27,adjuster_note,Report adjuster_note for claim 51539607572
51539607618,51539607573,2014-10-25,adjuster_note,Report adjuster_note for claim 51539607573
51539607619,51539607573,2014-10-20,adjuster_note,Report adjuster_note for claim 51539607573
51539607620,51539607573,2014-10-14,police_report,Report police_report for claim 51539607573
51539607621,51539607574,2017-06-28,police_report,Report police_report for claim 51539607574
51539607622,51539607575,2016-01-15,adjuster_note,Report adjuster_note for claim 51539607575
51539607623,51539607575,2016-01-31,adjuster_note,Report adjuster_note for claim 51539607575
51539607624,51539607576,2025-08-25,police_report,Report police_report for claim 51539607576
51539607625,51539607576,2025-09-12,adjuster_note,Report adjuster_note for claim 51539607576
51539607626,51539607577,2018-05-15,customer_statement,Report customer_statement for claim 51539607577
51539607627,51539607577,2018-05-08,adjuster_note,Report adjuster_note for claim 51539607577
51539607628,51539607577,2018-05-09,customer_statement,Report customer_statement for claim 51539607577
51539607629,51539607577,2018-05-23,police_report,Report police_report for claim 51539607577
51539607630,51539607578,2022-11-06,police_report,Report police_report for claim 51539607578
51539607631,51539607578,2022-11-05,police_report,Report police_report for claim 51539607578
51539607632,51539607578,2022-11-12,police_report,Report police_report for claim 51539607578
51539607633,51539607578,2022-10-19,customer_statement,Report customer_statement for claim 51539607578
51539607634,51539607578,2022-11-07,adjuster_note,Report adjuster_note for claim 51539607578
60129542144,60129542144,2025-07-14,adjuster_note,Report adjuster_note for claim 60129542144
60129542145,60129542144,2025-06-20,police_report,Report police_report for claim 60129542144
60129542146,60129542145,2024-06-14,police_report,Report police_report for claim 60129542145
60129542147,60129542145,2024-07-25,adjuster_note,Report adjuster_note for claim 60129542145
60129542148,60129542145,2024-07-08,police_report,Report police_report for claim 60129542145
60129542149,60129542145,2024-06-22,adjuster_note,Report adjuster_note for claim 60129542145
60129542150,60129542145,2024-06-30,customer_statement,Report customer_statement for claim 60129542145
60129542151,60129542146,2021-06-07,police_report,Report police_report for claim 60129542146
60129542152,60129542146,2021-06-16,police_report,Report police_report for claim 60129542146
60129542153,60129542146,2021-06-28,police_report,Report police_report for claim 60129542146
60129542154,60129542146,2021-06-14,police_report,Report police_report for claim 60129542146
60129542155,60129542146,2021-06-04,police_report,Report police_report for claim 60129542146
60129542156,60129542147,2010-02-23,police_report,Report police_report for claim 60129542147
60129542157,60129542147,2010-02-26,police_report,Report police_report for claim 60129542147
60129542158,60129542147,2010-03-10,police_report,Report police_report for claim 60129542147
60129542159,60129542148,2015-02-10,adjuster_note,Report adjuster_note for claim 60129542148
60129542160,60129542148,2015-01-15,adjuster_note,Report adjuster_note for claim 60129542148
60129542161,60129542148,2015-02-03,police_report,Report police_report for claim 60129542148
60129542162,60129542149,2019-09-13,adjuster_note,Report adjuster_note for claim 60129542149
60129542163,60129542149,2019-08-24,adjuster_note,Report adjuster_note for claim 60129542149
60129542164,60129542149,2019-08-24,adjuster_note,Report adjuster_note for claim 60129542149
60129542165,60129542149,2019-09-30,adjuster_note,Report adjuster_note for claim 60129542149
60129542166,60129542150,2025-07-09,adjuster_note,Report adjuster_note for claim 60129542150
60129542167,60129542150,2025-07-31,adjuster_note,Report adjuster_note for claim 60129542150
60129542168,60129542150,2025-07-30,adjuster_note,Report adjuster_note for claim 60129542150
60129542169,60129542151,2012-11-01,adjuster_note,Report adjuster_note for claim 60129542151
60129542170,60129542151,2012-12-07,police_report,Report police_report for claim 60129542151
60129542171,60129542151,2012-12-01,police_report,Report police_report for claim 60129542151
60129542172,60129542152,2016-03-05,police_report,Report police_report for claim 60129542152
60129542173,60129542153,2025-06-09,police_report,Report police_report for claim 60129542153
60129542174,60129542154,2016-12-14,police_report,Report police_report for claim 60129542154
60129542175,60129542154,2016-12-10,adjuster_note,Report adjuster_note for claim 60129542154
60129542176,60129542155,2014-08-20,adjuster_note,Report adjuster_note for claim 60129542155
60129542177,60129542156,2021-09-15,adjuster_note,Report adjuster_note for claim 60129542156
60129542178,60129542156,2021-09-04,customer_statement,Report customer_statement for claim 60129542156
60129542179,60129542157,2019-10-08,adjuster_note,Report adjuster_note for claim 60129542157
60129542180,60129542157,2019-09-15,adjuster_note,Report adjuster_note for claim 60129542157
60129542181,60129542157,2019-09-08,customer_statement,Report customer_statement for claim 60129542157
60129542182,60129542157,2019-10-12,police_report,Report police_report for claim 60129542157
60129542183,60129542157,2019-10-07,adjuster_note,Report adjuster_note for claim 60129542157
60129542184,60129542158,2021-08-21,adjuster_note,Report adjuster_note for claim 60129542158
60129542185,60129542158,2021-08-01,police_report,Report police_report for claim 60129542158
60129542186,60129542158,2021-08-18,adjuster_note,Report adjuster_note for claim 60129542158
60129542187,60129542159,2024-08-07,police_report,Report police_report for claim 60129542159
60129542188,60129542159,2024-08-04,adjuster_note,Report adjuster_note for claim 60129542159
60129542189,60129542159,2024-07-17,police_report,Report police_report for claim 60129542159
60129542190,60129542159,2024-07-14,police_report,Report police_report for claim 60129542159
60129542191,60129542159,2024-07-18,adjuster_note,Report adjuster_note for claim 60129542159
60129542192,60129542160,2025-04-17,adjuster_note,Report adjuster_note for claim 60129542160
60129542193,60129542160,2025-04-03,adjuster_note,Report adjuster_note for claim 60129542160
60129542194,60129542160,2025-04-18,adjuster_note,Report adjuster_note for claim 60129542160
60129542195,60129542160,2025-03-30,adjuster_note,Report adjuster_note for claim 60129542160
60129542196,60129542160,2025-04-13,adjuster_note,Report adjuster_note for claim 60129542160
60129542197,60129542161,2011-09-03,police_report,Report police_report for claim 60129542161
60129542198,60129542161,2011-09-14,adjuster_note,Report adjuster_note for claim 60129542161
60129542199,60129542161,2011-09-02,adjuster_note,Report adjuster_note for claim 60129542161
60129542200,60129542161,2011-09-07,adjuster_note,Report adjuster_note for claim 60129542161
60129542201,60129542162,2012-01-17,police_report,Report police_report for claim 60129542162
60129542202,60129542162,2012-02-10,police_report,Report police_report for claim 60129542162
60129542203,60129542162,2012-01-23,adjuster_note,Report adjuster_note for claim 60129542162
60129542204,60129542163,2017-03-11,police_report,Report police_report for claim 60129542163
60129542205,60129542163,2017-03-22,adjuster_note,Report adjuster_note for claim 60129542163
68719476736,68719476736,2022-08-02,adjuster_note,Report adjuster_note for claim 68719476736
68719476737,68719476736,2022-08-30,adjuster_note,Report adjuster_note for claim 68719476736
68719476738,68719476736,2022-08-22,adjuster_note,Report adjuster_note for claim 68719476736
68719476739,68719476736,2022-08-06,police_report,Report police_report for claim 68719476736
68719476740,68719476736,2022-08-29,police_report,Report police_report for claim 68719476736
68719476741,68719476737,2012-06-28,police_report,Report police_report for claim 68719476737
68719476742,68719476737,2012-07-26,adjuster_note,Report adjuster_note for claim 68719476737
68719476743,68719476738,2020-01-27,adjuster_note,Report adjuster_note for claim 68719476738
68719476744,68719476739,2024-12-18,adjuster_note,Report adjuster_note for claim 68719476739
68719476745,68719476739,2024-12-27,police_report,Report police_report for claim 68719476739
68719476746,68719476739,2024-12-21,police_report,Report police_report for claim 68719476739
68719476747,68719476739,2024-12-11,adjuster_note,Report adjuster_note for claim 68719476739
68719476748,68719476739,2024-12-26,adjuster_note,Report adjuster_note for claim 68719476739
68719476749,68719476740,2018-09-15,police_report,Report police_report for claim 68719476740
68719476750,68719476740,2018-08-31,adjuster_note,Report adjuster_note for claim 68719476740
68719476751,68719476740,2018-08-13,customer_statement,Report customer_statement for claim 68719476740
68719476752,68719476740,2018-08-14,adjuster_note,Report adjuster_note for claim 68719476740
68719476753,68719476741,2013-03-09,police_report,Report police_report for claim 68719476741
68719476754,68719476741,2013-02-26,police_report,Report police_report for claim 68719476741
68719476755,68719476742,2008-05-13,customer_statement,Report customer_statement for claim 68719476742
68719476756,68719476742,2008-05-14,adjuster_note,Report adjuster_note for claim 68719476742
68719476757,68719476742,2008-04-25,adjuster_note,Report adjuster_note for claim 68719476742
68719476758,68719476743,2023-06-02,police_report,Report police_report for claim 68719476743
68719476759,68719476743,2023-05-23,adjuster_note,Report adjuster_note for claim 68719476743
68719476760,68719476744,2021-11-23,adjuster_note,Report adjuster_note for claim 68719476744
68719476761,68719476744,2021-12-07,adjuster_note,Report adjuster_note for claim 68719476744
68719476762,68719476744,2021-12-13,police_report,Report police_report for claim 68719476744
68719476763,68719476745,2008-08-28,adjuster_note,Report adjuster_note for claim 68719476745
68719476764,68719476745,2008-09-02,police_report,Report police_report for claim 68719476745
68719476765,68719476745,2008-09-05,adjuster_note,Report adjuster_note for claim 68719476745
68719476766,68719476745,2008-09-11,adjuster_note,Report adjuster_note for claim 68719476745
68719476767,68719476746,2008-12-07,adjuster_note,Report adjuster_note for claim 68719476746
68719476768,68719476746,2008-11-30,police_report,Report police_report for claim 68719476746
68719476769,68719476746,2008-11-23,police_report,Report police_report for claim 68719476746
68719476770,68719476747,2008-03-15,police_report,Report police_report for claim 68719476747
68719476771,68719476747,2008-02-21,customer_statement,Report customer_statement for claim 68719476747
68719476772,68719476748,2024-09-01,adjuster_note,Report adjuster_note for claim 68719476748
68719476773,68719476748,2024-10-08,adjuster_note,Report adjuster_note for claim 68719476748
68719476774,68719476748,2024-10-12,police_report,Report police_report for claim 68719476748
68719476775,68719476748,2024-09-07,police_report,Report police_report for claim 68719476748
68719476776,68719476749,2017-11-09,adjuster_note,Report adjuster_note for claim 68719476749
68719476777,68719476749,2017-11-20,adjuster_note,Report adjuster_note for claim 68719476749
68719476778,68719476749,2017-11-06,adjuster_note,Report adjuster_note for claim 68719476749
68719476779,68719476749,2017-12-02,adjuster_note,Report adjuster_note for claim 68719476749
68719476780,68719476750,2020-03-16,police_report,Report police_report for claim 68719476750
68719476781,68719476750,2020-04-09,adjuster_note,Report adjuster_note for claim 68719476750
68719476782,68719476750,2020-04-09,customer_statement,Report customer_statement for claim 68719476750
68719476783,68719476750,2020-03-16,adjuster_note,Report adjuster_note for claim 68719476750
68719476784,68719476750,2020-03-20,customer_statement,Report customer_statement for claim 68719476750
68719476785,68719476751,2016-10-13,customer_statement,Report customer_statement for claim 68719476751
68719476786,68719476751,2016-10-07,police_report,Report police_report for claim 68719476751
68719476787,68719476751,2016-10-16,adjuster_note,Report adjuster_note for claim 68719476751
68719476788,68719476752,2018-05-02,adjuster_note,Report adjuster_note for claim 68719476752
68719476789,68719476753,2019-09-20,adjuster_note,Report adjuster_note for claim 68719476753
68719476790,68719476753,2019-09-10,adjuster_note,Report adjuster_note for claim 68719476753
68719476791,68719476753,2019-08-26,police_report,Report police_report for claim 68719476753
68719476792,68719476754,2006-06-22,adjuster_note,Report adjuster_note for claim 68719476754
68719476793,68719476754,2006-07-28,adjuster_note,Report adjuster_note for claim 68719476754
68719476794,68719476754,2006-07-20,adjuster_note,Report adjuster_note for claim 68719476754
68719476795,68719476755,2020-03-18,customer_statement,Report customer_statement for claim 68719476755
68719476796,68719476756,2023-05-26,adjuster_note,Report adjuster_note for claim 68719476756
68719476797,68719476757,2017-05-04,adjuster_note,Report adjuster_note for claim 68719476757
68719476798,68719476757,2017-04-18,adjuster_note,Report adjuster_note for claim 68719476757
68719476799,68719476757,2017-05-06,adjuster_note,Report adjuster_note for claim 68719476757
68719476800,68719476757,2017-04-19,police_report,Report police_report for claim 68719476757
68719476801,68719476757,2017-05-02,police_report,Report police_report for claim 68719476757
68719476802,68719476758,2017-04-07,police_report,Report police_report for claim 68719476758
68719476803,68719476758,2017-04-14,customer_statement,Report customer_statement for claim 68719476758
77309411328,77309411328,2023-04-08,adjuster_note,Report adjuster_note for claim 77309411328
77309411329,77309411329,2017-07-02,police_report,Report police_report for claim 77309411329
77309411330,77309411329,2017-06-30,adjuster_note,Report adjuster_note for claim 77309411329
77309411331,77309411329,2017-08-11,police_report,Report police_report for claim 77309411329
77309411332,77309411329,2017-07-23,adjuster_note,Report adjuster_note for claim 77309411329
77309411333,77309411330,2024-03-29,adjuster_note,Report adjuster_note for claim 77309411330
77309411334,77309411330,2024-03-28,police_report,Report police_report for claim 77309411330
77309411335,77309411330,2024-03-17,adjuster_note,Report adjuster_note for claim 77309411330
77309411336,77309411331,2020-08-13,adjuster_note,Report adjuster_note for claim 77309411331
77309411337,77309411332,2025-09-28,police_report,Report police_report for claim 77309411332
77309411338,77309411332,2025-09-21,adjuster_note,Report adjuster_note for claim 77309411332
77309411339,77309411332,2025-09-09,adjuster_note,Report adjuster_note for claim 77309411332
77309411340,77309411332,2025-08-30,adjuster_note,Report adjuster_note for claim 77309411332
77309411341,77309411333,2020-10-22,police_report,Report police_report for claim 77309411333
77309411342,77309411334,2009-04-12,adjuster_note,Report adjuster_note for claim 77309411334
77309411343,77309411334,2009-04-30,adjuster_note,Report adjuster_note for claim 77309411334
77309411344,77309411334,2009-03-30,police_report,Report police_report for claim 77309411334
77309411345,77309411334,2009-04-30,adjuster_note,Report adjuster_note for claim 77309411334
77309411346,77309411335,2018-09-18,adjuster_note,Report adjuster_note for claim 77309411335
77309411347,77309411335,2018-09-12,police_report,Report police_report for claim 77309411335
77309411348,77309411335,2018-08-07,police_report,Report police_report for claim 77309411335
77309411349,77309411335,2018-08-15,police_report,Report police_report for claim 77309411335
77309411350,77309411336,2013-05-12,police_report,Report police_report for claim 77309411336
77309411351,77309411336,2013-04-13,police_report,Report police_report for claim 77309411336
77309411352,77309411336,2013-04-28,adjuster_note,Report adjuster_note for claim 77309411336
77309411353,77309411336,2013-04-13,police_report,Report police_report for claim 77309411336
77309411354,77309411337,2012-11-03,police_report,Report police_report for claim 77309411337
77309411355,77309411337,2012-10-15,police_report,Report police_report for claim 77309411337
77309411356,77309411337,2012-11-08,customer_statement,Report customer_statement for claim 77309411337
77309411357,77309411337,2012-10-09,police_report,Report police_report for claim 77309411337
77309411358,77309411337,2012-10-25,police_report,Report police_report for claim 77309411337
77309411359,77309411338,2019-12-09,customer_statement,Report customer_statement for claim 77309411338
77309411360,77309411338,2019-12-26,adjuster_note,Report adjuster_note for claim 77309411338
77309411361,77309411338,2020-01-08,adjuster_note,Report adjuster_note for claim 77309411338
77309411362,77309411338,2019-12-31,police_report,Report police_report for claim 77309411338
77309411363,77309411339,2009-12-20,adjuster_note,Report adjuster_note for claim 77309411339
77309411364,77309411339,2009-12-02,adjuster_note,Report adjuster_note for claim 77309411339
77309411365,77309411339,2009-11-30,adjuster_note,Report adjuster_note for claim 77309411339
77309411366,77309411340,2009-03-31,customer_statement,Report customer_statement for claim 77309411340
77309411367,77309411340,2009-03-31,customer_statement,Report customer_statement for claim 77309411340
77309411368,77309411340,2009-03-13,adjuster_note,Report adjuster_note for claim 77309411340
77309411369,77309411340,2009-03-13,customer_statement,Report customer_statement for claim 77309411340
77309411370,77309411340,2009-03-07,adjuster_note,Report adjuster_note for claim 77309411340
77309411371,77309411341,2016-10-14,adjuster_note,Report adjuster_note for claim 77309411341
77309411372,77309411341,2016-10-19,police_report,Report police_report for claim 77309411341
77309411373,77309411341,2016-10-15,police_report,Report police_report for claim 77309411341
77309411374,77309411341,2016-10-16,adjuster_note,Report adjuster_note for claim 77309411341
77309411375,77309411341,2016-10-10,police_report,Report police_report for claim 77309411341
77309411376,77309411342,2025-04-28,customer_statement,Report customer_statement for claim 77309411342
77309411377,77309411342,2025-05-03,police_report,Report police_report for claim 77309411342
77309411378,77309411342,2025-05-15,adjuster_note,Report adjuster_note for claim 77309411342
77309411379,77309411342,2025-04-19,police_report,Report police_report for claim 77309411342
77309411380,77309411343,2013-08-28,police_report,Report police_report for claim 77309411343
77309411381,77309411343,2013-09-07,police_report,Report police_report for claim 77309411343
77309411382,77309411344,2009-05-28,police_report,Report police_report for claim 77309411344
77309411383,77309411344,2009-06-17,adjuster_note,Report adjuster_note for claim 77309411344
77309411384,77309411345,2009-05-02,adjuster_note,Report adjuster_note for claim 77309411345
77309411385,77309411345,2009-05-04,police_report,Report police_report for claim 77309411345
77309411386,77309411345,2009-04-30,police_report,Report police_report for claim 77309411345
77309411387,77309411345,2009-05-31,adjuster_note,Report adjuster_note for claim 77309411345
