policy_id,customer_id,agent_id,product_id,effective_date,term_years,expiration_date,canceled_flag,status,annual_premium_usd,deductible_usd,life_face_amount_usd,life_insured_age
366,316,15,3,2025-01-08,2,2027-01-08,False,active,57.38,249,,
367,18,23,2,2009-05-22,1,2010-05-22,False,expired,1625.72,1507,,
368,459,20,2,2011-07-28,1,2012-07-27,False,expired,1441.55,738,,
369,355,36,3,2013-09-27,1,2014-09-27,False,expired,139.72,432,,
370,23,16,1,2012-05-10,1,2013-05-10,False,expired,6674.41,1071,,
371,140,36,1,2011-02-19,1,2012-02-19,False,expired,1418.99,719,,
372,348,32,2,2021-10-09,4,2025-10-08,False,active,1822.22,1829,,
373,162,24,4,2023-01-16,3,2026-01-15,False,active,59.88,888,,
374,283,25,1,2011-04-18,1,2012-04-17,False,expired,1148.22,686,,
375,210,13,2,2022-04-10,3,2025-04-09,False,expired,524.53,1466,,
376,394,39,3,2017-02-13,2,2019-02-13,False,expired,301.98,401,,
377,315,19,1,2019-12-27,2,2021-12-26,False,expired,215.41,417,,
378,435,4,1,2013-05-14,2,2015-05-14,False,expired,8262.66,1009,,
379,382,34,1,2023-10-19,1,2024-10-18,False,expired,413.21,1215,,
380,60,0,4,2011-05-03,2,2013-05-02,False,expired,4881.71,986,,
381,148,15,3,2014-02-08,1,2015-02-08,False,expired,304.0,362,,
382,167,31,2,2022-08-05,2,2024-08-04,False,expired,1341.22,962,,
383,306,30,3,2010-09-06,1,2011-09-06,False,expired,182.29,486,,
384,427,39,2,2005-12-27,1,2006-12-27,False,expired,2673.0,1868,,
385,285,2,1,2011-12-28,2,2013-12-27,False,expired,3080.86,962,,
386,152,10,4,2015-06-05,1,2016-06-04,False,expired,58.21,811,,
387,492,19,3,2013-05-20,3,2016-05-19,False,expired,175.24,535,,
388,238,1,2,2022-07-02,1,2023-07-02,False,expired,654.78,2373,,
389,150,7,2,2020-09-20,1,2021-09-20,False,expired,2770.83,1305,,
390,78,21,2,2024-01-02,1,2025-01-01,False,expired,132.34,1980,,
391,464,17,2,2018-12-01,2,2020-11-30,False,expired,17649.64,884,,
392,11,19,2,2019-09-11,1,2020-09-10,False,expired,10925.62,2051,,
393,55,8,2,2019-11-06,2,2021-11-05,False,expired,692.13,2286,,
394,394,26,2,2022-08-16,1,2023-08-16,False,expired,757.36,1543,,
395,473,26,2,2016-08-29,1,2017-08-29,True,expired,6281.36,820,,
396,180,23,1,2009-02-07,2,2011-02-07,False,expired,466.28,1179,,
397,42,12,3,2020-06-11,1,2021-06-11,False,expired,103.98,423,,
398,472,5,3,2019-02-02,1,2020-02-02,False,expired,1347.7,515,,
399,285,11,2,2008-11-08,1,2009-11-08,False,expired,178.21,2170,,
400,342,22,2,2010-12-14,1,2011-12-14,False,expired,4217.37,1931,,
401,468,33,1,2024-07-13,2,2026-07-13,False,active,2272.79,1160,,
402,42,11,1,2013-07-06,3,2016-07-05,True,expired,287.41,808,,
403,133,28,2,2018-06-03,5,2023-06-02,False,expired,185.54,1481,,
404,164,8,1,2017-01-05,3,2020-01-05,False,expired,557.11,800,,
405,297,21,1,2019-07-19,1,2020-07-18,False,expired,13.97,1245,,
406,194,15,2,2020-04-04,2,2022-04-04,False,expired,2087.12,1452,,
407,62,33,2,2016-10-09,1,2017-10-09,False,expired,4724.95,1631,,
408,88,34,1,2025-08-26,2,2027-08-26,False,active,2559.95,1173,,
409,168,7,1,2008-12-02,1,2009-12-02,False,expired,513.89,343,,
410,425,10,1,2006-06-05,2,2008-06-04,False,expired,1231.96,772,,
411,405,39,2,2009-11-19,2,2011-11-19,False,expired,3196.58,1520,,
412,379,0,2,2025-07-17,3,2028-07-16,False,active,151.9,1833,,
413,344,10,2,2009-06-01,2,2011-06-01,False,expired,114.22,679,,
414,481,15,3,2024-06-27,3,2027-06-27,False,active,281.84,428,,
415,313,11,1,2010-06-12,1,2011-06-12,False,expired,1155.04,934,,
416,353,26,2,2023-10-21,3,2026-10-20,False,active,4921.78,798,,
417,24,22,3,2019-01-06,2,2021-01-05,False,expired,2987.66,480,,
418,289,8,1,2016-07-26,1,2017-07-26,False,expired,653.77,1038,,
419,177,15,1,2017-07-14,2,2019-07-14,False,expired,265.81,894,,
420,130,39,2,2024-04-25,1,2025-04-25,False,expired,326.13,1701,,
421,250,1,2,2010-06-13,1,2011-06-13,False,expired,5005.78,772,,
422,211,36,2,2018-10-02,1,2019-10-02,False,expired,2241.43,1034,,
423,404,36,4,2012-08-09,1,2013-08-09,False,expired,17960.49,1077,,
424,131,27,1,2007-06-16,1,2008-06-15,False,expired,1701.54,1179,,
425,378,7,1,2017-06-08,3,2020-06-07,False,expired,2032.65,1030,,
426,12,28,2,2005-10-06,1,2006-10-06,False,expired,1519.73,609,,
427,95,1,2,2018-09-04,1,2019-09-04,False,expired,2362.3,2118,,
428,496,29,1,2023-08-20,2,2025-08-19,False,expired,1470.88,407,,
429,469,9,1,2017-09-29,1,2018-09-29,False,expired,6020.34,617,,
430,488,12,4,2015-11-24,2,2017-11-23,False,expired,82803.27,1136,,
431,371,29,3,2009-06-04,2,2011-06-04,False,expired,34.58,413,,
432,251,1,1,2014-05-28,1,2015-05-28,False,expired,18554.49,649,,
433,112,24,1,2015-03-07,2,2017-03-06,False,expired,1317.51,1165,,
434,491,25,2,2008-06-15,3,2011-06-15,False,expired,173.42,750,,
435,149,33,2,2020-11-26,1,2021-11-26,False,expired,482.26,2125,,
436,347,31,1,2017-11-21,2,2019-11-21,False,expired,847.31,320,,
437,466,30,2,2016-11-15,1,2017-11-15,False,expired,139.96,639,,
438,464,10,1,2017-11-02,1,2018-11-02,False,expired,34.9,967,,
439,163,3,1,2014-09-10,1,2015-09-10,False,expired,1858.11,701,,
440,271,1,1,2015-04-24,4,2019-04-23,False,expired,164.45,686,,
441,399,16,1,2022-08-19,2,2024-08-18,False,expired,1135.97,393,,
442,467,25,3,2008-05-26,1,2009-05-26,True,expired,92.65,573,,
443,387,30,2,2014-12-17,2,2016-12-16,False,expired,76619.27,1399,,
444,222,13,3,2012-04-01,4,2016-03-31,False,expired,1204.56,233,,
445,351,22,1,2015-07-31,1,2016-07-30,False,expired,1472.74,1029,,
446,365,17,2,2013-05-06,1,2014-05-06,False,expired,259.55,1180,,
447,474,25,1,2024-03-05,1,2025-03-05,False,expired,5036.48,679,,
448,210,30,2,2009-12-02,1,2010-12-02,False,expired,51914.2,766,,
449,146,39,2,2009-09-27,1,2010-09-27,False,expired,258.9,980,,
450,55,10,1,2005-12-14,1,2006-12-14,False,expired,3604.95,346,,
451,380,4,2,2021-11-21,3,2024-11-20,False,expired,19063.1,2100,,
452,292,0,3,2013-04-27,1,2014-04-27,False,expired,308.99,254,,
453,352,15,3,2010-08-07,1,2011-08-07,False,expired,972.96,542,,
454,236,27,1,2018-12-15,3,2021-12-14,False,expired,965.05,605,,
455,13,8,2,2024-06-06,2,2026-06-06,False,active,2264.31,1258,,
456,243,14,2,2025-07-19,2,2027-07-19,False,active,868.08,768,,
457,106,11,2,2012-12-20,2,2014-12-20,False,expired,2745.76,1241,,
458,332,22,1,2022-10-16,3,2025-10-15,False,active,976.86,873,,
459,295,18,3,2012-02-13,1,2013-02-12,False,expired,415.21,412,,
460,89,39,3,2006-08-26,1,2007-08-26,False,expired,190.23,460,,
461,56,39,1,2013-03-16,1,2014-03-16,False,expired,154.69,1230,,
462,1,6,3,2019-04-13,1,2020-04-12,False,expired,196.44,352,,
463,149,37,1,2010-09-13,1,2011-09-13,False,expired,10938.04,1226,,
464,75,22,4,2010-02-13,1,2011-02-13,False,expired,843.9,390,,
465,409,22,1,2015-05-12,1,2016-05-11,True,expired,1676.85,1221,,
466,271,19,4,2007-10-06,2,2009-10-05,False,expired,1040.56,1059,,
467,9,35,2,2013-02-21,1,2014-02-21,False,expired,1186.76,2223,,
468,451,2,1,2025-07-18,3,2028-07-17,False,active,3531.28,477,,
469,452,28,2,2019-12-03,2,2021-12-02,False,expired,650.31,2102,,
470,96,15,2,2019-11-12,3,2022-11-11,False,expired,39566.3,1113,,
471,27,28,1,2014-03-07,3,2017-03-06,False,expired,115.87,1078,,
472,480,37,1,2013-06-08,1,2014-06-08,False,expired,1344.59,569,,
473,35,21,2,2010-12-10,2,2012-12-09,False,expired,2182.89,2325,,
474,311,31,2,2011-03-04,1,2012-03-03,False,expired,15693.74,1174,,
475,126,4,3,2016-08-13,1,2017-08-13,True,expired,2443.87,438,,
476,55,27,2,2007-12-09,3,2010-12-08,False,expired,1309.37,2211,,
477,36,30,2,2024-08-15,1,2025-08-15,False,expired,17198.94,1180,,
478,368,12,1,2008-02-13,1,2009-02-12,False,expired,5633.81,519,,
479,279,8,1,2020-05-26,2,2022-05-26,False,expired,12841.6,564,,
480,287,15,4,2011-06-22,3,2014-06-21,False,expired,4387.71,417,,
481,117,28,4,2009-05-12,3,2012-05-11,True,expired,835.7,1050,,
482,107,3,3,2020-10-13,1,2021-10-13,False,expired,304.55,421,,
483,229,18,1,2008-06-06,3,2011-06-06,False,expired,1594.48,420,,
484,240,13,2,2014-03-22,1,2015-03-22,False,expired,80595.84,949,,
485,358,30,1,2014-04-01,1,2015-04-01,False,expired,608.29,816,,
486,345,0,1,2025-01-22,1,2026-01-22,False,active,16827.57,906,,
487,316,12,2,2025-01-16,1,2026-01-16,False,active,43765.76,1885,,
488,198,31,1,2011-08-06,2,2013-08-05,False,expired,2917.72,574,,
489,393,18,2,2013-11-27,1,2014-11-27,False,expired,3946.42,2333,,
490,479,36,3,2023-11-13,1,2024-11-12,False,expired,9088.88,552,,
491,192,19,5,2012-12-21,3,2015-12-21,False,expired,9340.97,1080,,
492,287,25,3,2021-11-01,1,2022-11-01,False,expired,671.44,302,,
493,258,30,3,2010-01-05,3,2013-01-04,False,expired,11.06,224,,
494,460,32,1,2017-12-04,1,2018-12-04,False,expired,1178.67,474,,
495,203,6,2,2019-10-14,1,2020-10-13,False,expired,2006.93,1472,,
496,455,6,2,2022-08-18,1,2023-08-18,False,expired,19011.6,1557,,
497,408,15,2,2008-05-31,4,2012-05-30,False,expired,2450.88,1233,,
498,306,32,2,2021-06-15,1,2022-06-15,False,expired,1430.58,874,,
499,323,6,2,2008-06-20,2,2010-06-20,False,expired,2288.12,1564,,
500,172,29,1,2018-09-07,2,2020-09-06,False,expired,485.11,367,,
501,495,27,2,2008-06-17,1,2009-06-17,False,expired,399.79,2121,,
502,246,11,3,2015-06-07,2,2017-06-06,False,expired,13.43,398,,
503,50,14,2,2008-07-07,1,2009-07-07,False,expired,2599.97,1755,,
504,425,1,3,2010-03-13,1,2011-03-13,False,expired,2694.21,318,,
505,6,36,3,2017-05-09,2,2019-05-09,False,expired,950.18,587,,
506,195,28,1,2020-06-24,1,2021-06-24,False,expired,1248.62,1028,,
507,399,31,3,2021-02-16,4,2025-02-15,False,expired,468.74,267,,
508,375,31,2,2009-03-22,1,2010-03-22,False,expired,3040.28,775,,
509,498,27,2,2008-04-25,1,2009-04-25,False,expired,2427.0,620,,
510,33,0,1,2012-08-26,1,2013-08-26,False,expired,46.5,353,,
511,127,30,1,2022-03-02,1,2023-03-02,False,expired,1537.28,921,,
512,241,35,2,2006-10-16,2,2008-10-15,False,expired,4226.31,2345,,
513,19,33,1,2021-09-10,2,2023-09-10,False,expired,1589.19,424,,
514,90,19,1,2022-03-29,2,2024-03-28,False,expired,129.71,672,,
515,265,19,1,2015-05-15,1,2016-05-14,False,expired,6152.98,856,,
516,218,37,1,2019-10-28,1,2020-10-27,False,expired,585.82,808,,
517,243,25,3,2009-05-27,1,2010-05-27,False,expired,156.74,191,,
518,101,39,3,2006-08-21,1,2007-08-21,False,expired,2163.35,281,,
519,331,30,1,2024-01-24,2,2026-01-23,False,active,1067.48,894,,
520,336,18,1,2008-09-21,1,2009-09-21,False,expired,998.91,856,,
521,298,2,3,2022-01-07,2,2024-01-07,False,expired,367.36,280,,
522,154,22,1,2013-03-14,2,2015-03-14,False,expired,119.05,1108,,
523,72,17,2,2009-12-03,1,2010-12-03,False,expired,2769.75,2052,,
524,142,24,2,2014-08-02,1,2015-08-02,False,expired,26105.84,1488,,
525,278,27,1,2011-03-26,3,2014-03-25,False,expired,3226.29,965,,
526,414,7,1,2022-04-02,1,2023-04-02,False,expired,4223.33,996,,
527,149,8,2,2006-09-18,1,2007-09-18,False,expired,102.34,1919,,
528,350,24,2,2012-03-28,1,2013-03-28,False,expired,13645.94,1857,,
529,108,2,2,2023-11-08,3,2026-11-07,False,active,3022.57,1242,,
530,267,10,1,2012-03-08,2,2014-03-08,False,expired,2004.53,641,,
531,191,39,1,2011-12-27,1,2012-12-26,True,expired,12377.32,544,,
532,415,35,1,2023-01-04,2,2025-01-03,False,expired,1507.88,404,,
533,427,9,2,2020-10-31,1,2021-10-31,False,expired,272.96,1980,,
534,94,11,1,2017-07-20,1,2018-07-20,False,expired,221.22,477,,
535,135,8,1,2009-05-21,4,2013-05-20,False,expired,7604.05,441,,
536,491,22,2,2013-04-25,2,2015-04-25,False,expired,4662.98,729,,
537,3,38,2,2018-06-24,3,2021-06-23,False,expired,653.42,1900,,
538,132,31,3,2016-03-12,1,2017-03-12,False,expired,273.86,315,,
539,190,18,1,2013-09-21,1,2014-09-21,False,expired,9871.14,731,,
540,148,8,1,2022-10-22,1,2023-10-22,False,expired,113.82,309,,
541,331,31,4,2012-07-28,2,2014-07-28,False,expired,139.59,1070,,
542,277,22,1,2010-12-06,4,2014-12-05,False,expired,2356.71,739,,
543,110,13,2,2023-11-02,2,2025-11-01,False,active,4332.58,1463,,
544,190,5,3,2011-03-07,1,2012-03-06,False,expired,93.01,561,,
545,491,29,1,2022-11-13,2,2024-11-12,False,expired,976.61,973,,
546,20,18,1,2015-06-16,2,2017-06-15,False,expired,381.02,321,,
547,451,30,3,2016-07-09,1,2017-07-09,False,expired,1702.63,326,,
548,454,32,2,2008-05-13,2,2010-05-13,False,expired,3265.83,1043,,
549,344,9,2,2013-03-02,2,2015-03-02,False,expired,389.44,1964,,
550,91,4,1,2011-03-12,3,2014-03-11,False,expired,26.65,716,,
551,354,33,3,2021-07-06,3,2024-07-05,False,expired,15.57,174,,
552,22,18,1,2019-12-20,3,2022-12-19,False,expired,373.78,308,,
553,362,7,3,2014-04-02,1,2015-04-02,False,expired,9.89,623,,
554,123,14,3,2021-11-01,3,2024-10-31,True,expired,156.2,245,,
555,157,32,2,2011-07-27,2,2013-07-26,False,expired,1903.72,1175,,
556,364,33,4,2008-11-02,3,2011-11-02,False,expired,1793.02,459,,
557,18,1,2,2010-09-03,1,2011-09-03,False,expired,5746.05,2133,,
558,309,8,2,2007-12-09,1,2008-12-08,False,expired,96.07,708,,
559,312,37,1,2025-06-04,1,2026-06-04,False,active,47.27,406,,
560,413,33,2,2005-09-21,1,2006-09-21,False,expired,2254.77,1661,,
561,397,2,1,2012-08-26,4,2016-08-25,False,expired,315.97,417,,
562,383,16,1,2009-11-17,2,2011-11-17,False,expired,2603.84,913,,
563,129,12,2,2013-07-27,1,2014-07-27,False,expired,11110.15,1742,,
564,43,7,1,2005-11-23,1,2006-11-23,False,expired,8501.92,691,,
565,22,12,2,2024-08-22,1,2025-08-22,False,expired,4273.51,1445,,
566,204,7,2,2010-11-04,1,2011-11-04,False,expired,279.25,2270,,
567,322,38,2,2012-09-29,2,2014-09-29,False,expired,3925.64,1221,,
568,386,17,2,2023-04-15,1,2024-04-14,False,expired,101.78,1472,,
569,172,16,1,2010-07-25,1,2011-07-25,False,expired,4443.25,596,,
570,276,13,2,2012-03-10,2,2014-03-10,True,expired,1059.82,635,,
571,216,38,1,2007-01-29,1,2008-01-29,False,expired,3329.7,585,,
572,321,10,3,2016-01-04,2,2018-01-03,False,expired,3044.65,457,,
573,375,16,2,2024-09-24,1,2025-09-24,False,active,371.99,1476,,
574,490,28,2,2013-04-07,2,2015-04-07,False,expired,8373.72,1244,,
575,130,8,2,2008-11-05,3,2011-11-05,False,expired,450.62,1859,,
576,58,38,1,2023-07-25,2,2025-07-24,False,expired,3878.87,465,,
577,10,29,1,2008-09-11,2,2010-09-11,False,expired,858.16,909,,
578,189,18,4,2016-10-28,2,2018-10-28,False,expired,281.5,586,,
579,343,1,2,2011-07-29,1,2012-07-28,False,expired,3227.13,1647,,
580,101,23,1,2015-11-23,3,2018-11-22,False,expired,2649.86,961,,
581,186,36,2,2017-05-08,2,2019-05-08,False,expired,3242.63,2157,,
582,149,20,1,2012-11-16,3,2015-11-16,False,expired,1854.78,346,,
583,277,5,1,2006-12-29,3,2009-12-28,False,expired,327.18,427,,
584,235,23,1,2023-05-15,1,2024-05-14,False,expired,234.54,1164,,
585,489,28,1,2007-02-11,1,2008-02-11,False,expired,1017.25,1248,,
586,492,10,2,2006-09-19,1,2007-09-19,False,expired,379.85,1275,,
587,87,23,2,2009-10-21,1,2010-10-21,False,expired,1385.65,1876,,
588,463,9,3,2019-04-07,1,2020-04-06,False,expired,288.14,317,,
589,279,24,2,2023-01-06,2,2025-01-05,False,expired,1028.97,1430,,
590,279,3,1,2007-04-01,1,2008-03-31,False,expired,14980.75,1105,,
591,246,17,1,2022-08-08,1,2023-08-08,False,expired,1413.38,643,,
592,440,30,1,2019-12-27,2,2021-12-26,False,expired,18065.28,640,,
593,37,8,3,2008-04-09,1,2009-04-09,False,expired,1592.91,395,,
594,358,29,1,2009-08-29,2,2011-08-29,False,expired,1069.44,798,,
595,195,25,1,2009-07-31,4,2013-07-30,False,expired,149.65,1000,,
596,350,3,3,2023-06-15,2,2025-06-14,False,expired,389.11,314,,
597,469,0,2,2008-07-31,2,2010-07-31,False,expired,8746.29,609,,
598,271,17,2,2024-05-01,1,2025-05-01,False,expired,1358.32,1794,,
599,392,16,1,2022-08-15,2,2024-08-14,False,expired,1121.18,1051,,
600,54,22,2,2021-07-14,2,2023-07-14,False,expired,8274.68,2275,,
601,346,38,1,2020-07-04,3,2023-07-04,False,expired,17256.22,1217,,
602,379,20,1,2013-03-16,3,2016-03-15,False,expired,299.42,920,,
603,151,1,2,2009-03-27,1,2010-03-27,False,expired,382.65,2419,,
604,111,12,1,2018-10-25,2,2020-10-24,False,expired,1421.07,563,,
605,191,16,2,2017-01-12,2,2019-01-12,False,expired,1749.34,1886,,
606,358,18,2,2020-04-01,2,2022-04-01,False,expired,814.34,916,,
607,49,32,2,2022-03-28,2,2024-03-27,False,expired,4127.53,808,,
608,230,9,1,2019-03-04,3,2022-03-03,False,expired,276.57,1196,,
609,170,27,3,2012-03-29,2,2014-03-29,False,expired,25.46,439,,
610,375,12,2,2014-07-01,1,2015-07-01,False,expired,279.48,2401,,
611,4,7,3,2013-01-12,1,2014-01-12,False,expired,1447.48,417,,
612,157,18,1,2013-10-27,1,2014-10-27,False,expired,3866.44,946,,
613,393,11,1,2011-12-28,2,2013-12-27,False,expired,447.49,310,,
614,235,34,2,2006-05-20,3,2009-05-19,False,expired,1870.01,2051,,
615,452,17,2,2021-12-08,3,2024-12-07,False,expired,13049.09,1419,,
616,244,35,1,2013-08-03,2,2015-08-03,False,expired,11214.56,922,,
617,322,19,2,2016-12-04,1,2017-12-04,False,expired,3809.0,1808,,
618,380,25,4,2021-02-09,2,2023-02-09,False,expired,2332.06,743,,
619,411,6,2,2023-02-11,1,2024-02-11,False,expired,140.78,2257,,
620,79,31,2,2023-01-06,1,2024-01-06,False,expired,4448.57,935,,
621,79,35,1,2021-10-07,2,2023-10-07,False,expired,953.91,601,,
622,198,34,2,2011-09-03,1,2012-09-02,False,expired,197.93,1073,,
623,409,32,2,2010-07-12,1,2011-07-12,False,expired,12128.89,1990,,
624,82,36,7,2025-08-12,27,2052-08-05,False,active,101.42,0,601092.0,44.0
625,364,5,1,2009-04-08,1,2010-04-08,False,expired,17.95,851,,
626,340,32,2,2012-03-30,1,2013-03-30,False,expired,24655.7,1889,,
627,145,27,1,2009-02-03,1,2010-02-03,False,expired,692.88,965,,
628,178,35,2,2009-07-17,3,2012-07-16,False,expired,3385.91,1018,,
629,18,19,3,2018-03-22,1,2019-03-22,False,expired,278.36,457,,
630,452,35,3,2006-09-26,1,2007-09-26,False,expired,114.36,390,,
631,355,4,1,2022-06-12,1,2023-06-12,False,expired,11004.77,418,,
632,398,38,1,2010-04-09,1,2011-04-09,False,expired,3857.2,784,,
633,388,39,1,2025-04-27,1,2026-04-27,True,expired,9142.65,1204,,
634,338,20,2,2020-06-21,1,2021-06-21,False,expired,1032.38,2210,,
635,2,0,2,2010-01-14,2,2012-01-14,False,expired,239.68,2438,,
636,383,12,2,2017-01-11,2,2019-01-11,False,expired,15465.96,1926,,
637,440,18,2,2013-10-22,1,2014-10-22,False,expired,1247.47,1120,,
638,420,6,1,2015-05-21,1,2016-05-20,False,expired,1344.73,924,,
639,240,4,1,2018-01-23,4,2022-01-22,False,expired,5064.78,1010,,
640,248,10,1,2015-03-03,2,2017-03-02,False,expired,1581.96,577,,
641,468,11,1,2010-09-01,3,2013-08-31,False,expired,2678.33,894,,
642,315,25,1,2016-07-10,1,2017-07-10,False,expired,5053.48,575,,
643,496,39,1,2011-02-27,2,2013-02-26,False,expired,3461.74,691,,
644,379,9,3,2022-05-16,1,2023-05-16,False,expired,1192.36,571,,
645,234,9,3,2015-07-21,2,2017-07-20,False,expired,1894.43,310,,
646,35,17,2,2012-10-29,1,2013-10-29,False,expired,1399.46,772,,
647,283,1,1,2022-09-15,1,2023-09-15,False,expired,63.27,420,,
648,216,16,2,2024-09-19,1,2025-09-19,True,expired,31656.72,2124,,
649,301,23,2,2022-06-10,2,2024-06-09,False,expired,2065.81,1062,,
650,344,2,1,2016-09-06,2,2018-09-06,False,expired,1790.4,1156,,
651,93,9,1,2011-12-09,2,2013-12-08,False,expired,2122.41,776,,
652,107,26,2,2014-06-27,3,2017-06-26,True,expired,7212.73,2088,,
653,310,19,6,2007-01-13,1,2008-01-13,False,expired,183.82,91,,
654,29,29,3,2006-09-05,2,2008-09-04,False,expired,373.93,271,,
655,132,12,3,2021-07-18,2,2023-07-18,False,expired,282.44,255,,
656,487,2,2,2010-01-24,1,2011-01-24,False,expired,25890.46,2178,,
657,437,12,1,2015-05-18,1,2016-05-17,False,expired,333.06,994,,
658,119,35,1,2005-12-03,1,2006-12-03,False,expired,2147.05,451,,
659,140,9,1,2020-05-01,1,2021-05-01,False,expired,1281.7,1037,,
660,110,11,3,2014-05-14,1,2015-05-14,False,expired,93.6,378,,
661,280,28,2,2007-09-04,2,2009-09-03,False,expired,2084.37,1921,,
662,480,24,1,2008-01-05,2,2010-01-04,False,expired,7454.89,372,,
663,391,21,2,2013-12-10,1,2014-12-10,False,expired,19433.67,1377,,
664,237,3,1,2012-12-12,1,2013-12-12,False,expired,7040.23,540,,
665,108,4,1,2021-01-25,3,2024-01-25,False,expired,364.58,465,,
666,399,34,2,2009-05-16,2,2011-05-16,False,expired,2070.03,2236,,
667,284,5,1,2012-08-04,2,2014-08-04,False,expired,1763.05,601,,
668,166,33,3,2016-04-10,2,2018-04-10,False,expired,323.94,426,,
669,64,18,1,2014-02-11,2,2016-02-11,False,expired,1319.6,1112,,
670,370,2,3,2018-12-17,1,2019-12-17,False,expired,1858.95,399,,
671,226,3,1,2023-06-19,2,2025-06-18,False,expired,1732.03,817,,
672,385,19,1,2015-03-18,2,2017-03-17,True,expired,65.97,670,,
673,401,29,2,2022-09-22,1,2023-09-22,False,expired,136.59,1537,,
674,122,37,1,2018-10-25,1,2019-10-25,False,expired,144.83,1025,,
675,59,9,2,2011-02-20,1,2012-02-20,False,expired,1087.71,1387,,
676,418,23,1,2022-11-14,1,2023-11-14,False,expired,103.78,556,,
677,230,8,2,2023-06-24,2,2025-06-23,False,expired,2656.66,1498,,
678,99,38,2,2011-06-13,2,2013-06-12,False,expired,1033.5,1790,,
679,179,35,2,2015-06-24,1,2016-06-23,False,expired,828.09,1471,,
680,406,29,3,2013-09-17,1,2014-09-17,False,expired,118.14,482,,
681,423,38,1,2012-08-14,1,2013-08-14,False,expired,2040.24,723,,
682,12,35,2,2016-07-09,1,2017-07-09,False,expired,1026.86,1448,,
683,110,15,1,2005-11-03,2,2007-11-03,False,expired,2235.9,401,,
684,471,9,2,2006-05-23,1,2007-05-23,False,expired,417.19,904,,
685,422,18,3,2024-03-22,3,2027-03-22,False,active,363.78,422,,
686,27,3,2,2012-03-05,3,2015-03-05,False,expired,348.64,2171,,
687,200,12,3,2018-10-24,2,2020-10-23,False,expired,57.08,392,,
688,151,30,2,2022-08-19,1,2023-08-19,False,expired,8841.4,1107,,
689,89,2,1,2023-03-26,1,2024-03-25,True,expired,3303.6,1156,,
690,154,16,1,2011-08-12,1,2012-08-11,False,expired,22451.1,996,,
691,89,38,2,2009-05-10,2,2011-05-10,False,expired,4422.57,1781,,
692,481,26,2,2024-06-16,2,2026-06-16,False,active,1283.97,1260,,
693,218,36,1,2012-08-25,3,2015-08-25,False,expired,2230.94,1067,,
694,211,2,1,2011-05-29,1,2012-05-28,False,expired,696.32,642,,
695,169,23,1,2023-02-26,2,2025-02-25,False,expired,1716.64,711,,
696,477,8,1,2018-01-21,2,2020-01-21,False,expired,408.39,1049,,
697,135,32,5,2017-04-28,2,2019-04-28,False,expired,5613.16,514,,
698,200,24,2,2021-09-02,2,2023-09-02,False,expired,764.54,1382,,
699,354,36,4,2019-02-14,1,2020-02-14,False,expired,2486.22,517,,
700,105,31,2,2021-06-05,1,2022-06-05,False,expired,1495.59,1561,,
701,480,11,1,2008-06-18,1,2009-06-18,False,expired,1292.43,1170,,
702,369,10,1,2020-02-13,1,2021-02-12,False,expired,7742.15,1133,,
703,228,20,2,2018-02-21,1,2019-02-21,False,expired,464.06,948,,
704,20,18,4,2007-02-27,2,2009-02-26,True,expired,360.43,418,,
705,297,4,3,2012-08-20,1,2013-08-20,False,expired,359.99,510,,
706,450,38,3,2009-08-14,3,2012-08-13,False,expired,282.96,525,,
707,254,3,3,2005-11-07,2,2007-11-07,False,expired,1349.95,507,,
708,62,11,1,2005-12-28,1,2006-12-28,True,expired,1180.24,418,,
709,289,5,2,2023-07-30,1,2024-07-29,False,expired,2043.06,845,,
710,354,5,1,2015-02-15,2,2017-02-14,False,expired,1844.76,521,,
711,132,31,1,2019-03-27,1,2020-03-26,False,expired,2972.22,405,,
712,289,33,1,2018-05-02,1,2019-05-02,False,expired,34749.42,665,,
713,114,28,3,2022-03-14,1,2023-03-14,False,expired,1533.39,371,,
714,308,20,1,2023-06-07,2,2025-06-06,False,expired,250.64,951,,
715,48,14,4,2015-03-19,4,2019-03-18,False,expired,8106.25,518,,
716,218,5,1,2013-03-20,1,2014-03-20,False,expired,550.15,829,,
717,377,13,2,2016-09-29,1,2017-09-29,False,expired,862.52,1709,,
718,105,17,2,2014-07-09,1,2015-07-09,True,expired,1134.79,1960,,
719,365,3,1,2008-12-06,2,2010-12-06,False,expired,18.23,1120,,
720,316,3,2,2006-05-19,1,2007-05-19,False,expired,3489.91,1439,,
721,44,21,1,2012-06-16,1,2013-06-16,True,expired,638.24,1239,,
722,2,30,1,2019-08-12,2,2021-08-11,False,expired,141.05,497,,
723,214,30,1,2008-11-19,2,2010-11-19,False,expired,1938.09,1159,,
724,210,9,4,2021-07-12,2,2023-07-12,False,expired,40031.9,1168,,
725,277,17,2,2022-04-08,1,2023-04-08,False,expired,1863.06,809,,
726,477,4,3,2008-01-29,1,2009-01-28,False,expired,285.45,290,,
727,262,14,3,2014-09-28,1,2015-09-28,False,expired,218.25,340,,
728,15,34,2,2015-12-30,1,2016-12-29,False,expired,3972.93,1400,,
729,160,12,1,2011-01-15,2,2013-01-14,False,expired,2141.33,1161,,
730,206,33,3,2009-01-25,4,2013-01-24,False,expired,2241.93,240,,
731,234,36,1,2009-01-29,1,2010-01-29,False,expired,173.06,693,,
